Numéro de département	Date	Nombre cumulé de cas	Source	Observations
03	18/03/2020	9	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mercredi-18-mars-15h	aucune
07	18/03/2020	47	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mercredi-18-mars-15h	aucune
15	18/03/2020	5	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mercredi-18-mars-15h	aucune
26	18/03/2020	77	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mercredi-18-mars-15h	aucune
43	18/03/2020	7	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mercredi-18-mars-15h	aucune
38	18/03/2020	58	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mercredi-18-mars-15h	aucune
42	18/03/2020	120	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mercredi-18-mars-15h	aucune
63	18/03/2020	31	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mercredi-18-mars-15h	aucune
69	18/03/2020	220	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mercredi-18-mars-15h	aucune
73	18/03/2020	34	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mercredi-18-mars-15h	aucune
74	18/03/2020	161	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mercredi-18-mars-15h	aucune
01	19/03/2020	84	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-19-mars	aucune
03	19/03/2020	10	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-19-mars	aucune
07	19/03/2020	48	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-19-mars	aucune
15	19/03/2020	10	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-19-mars	aucune
26	19/03/2020	86	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-19-mars	aucune
43	19/03/2020	8	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-19-mars	aucune
38	19/03/2020	66	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-19-mars	aucune
42	19/03/2020	145	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-19-mars	aucune
63	19/03/2020	34	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-19-mars	aucune
69	19/03/2020	267	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-19-mars	aucune
73	19/03/2020	47	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-19-mars	aucune
74	19/03/2020	199	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-19-mars	aucune
43	20/03/2020	10	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-haute-loire-0	aucune
01	21/03/2020	92	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-samedi-21-mars	aucune
03	21/03/2020	18	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-samedi-21-mars	aucune
07	21/03/2020	55	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-samedi-21-mars	aucune
15	21/03/2020	12	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-samedi-21-mars	aucune
26	21/03/2020	93	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-samedi-21-mars	aucune
43	21/03/2020	11	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-samedi-21-mars	aucune
38	21/03/2020	103	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-samedi-21-mars	aucune
42	21/03/2020	174	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-samedi-21-mars	aucune
63	21/03/2020	47	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-samedi-21-mars	aucune
69	21/03/2020	337	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-samedi-21-mars	aucune
73	21/03/2020	71	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-samedi-21-mars	aucune
74	21/03/2020	240	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-samedi-21-mars	aucune
01	22/03/2020	97	https://www.auvergne-rhone-alpes.ars.sante.fr/communique-de-presse-covid-19-point-de-situation-dimanche-22-mars	aucune
03	22/03/2020	27	https://www.auvergne-rhone-alpes.ars.sante.fr/communique-de-presse-covid-19-point-de-situation-dimanche-22-mars	aucune
07	22/03/2020	57	https://www.auvergne-rhone-alpes.ars.sante.fr/communique-de-presse-covid-19-point-de-situation-dimanche-22-mars	aucune
15	22/03/2020	17	https://www.auvergne-rhone-alpes.ars.sante.fr/communique-de-presse-covid-19-point-de-situation-dimanche-22-mars	aucune
26	22/03/2020	99	https://www.auvergne-rhone-alpes.ars.sante.fr/communique-de-presse-covid-19-point-de-situation-dimanche-22-mars	aucune
43	22/03/2020	13	https://www.auvergne-rhone-alpes.ars.sante.fr/communique-de-presse-covid-19-point-de-situation-dimanche-22-mars	aucune
38	22/03/2020	117	https://www.auvergne-rhone-alpes.ars.sante.fr/communique-de-presse-covid-19-point-de-situation-dimanche-22-mars	aucune
42	22/03/2020	217	https://www.auvergne-rhone-alpes.ars.sante.fr/communique-de-presse-covid-19-point-de-situation-dimanche-22-mars	aucune
63	22/03/2020	57	https://www.auvergne-rhone-alpes.ars.sante.fr/communique-de-presse-covid-19-point-de-situation-dimanche-22-mars	aucune
69	22/03/2020	381	https://www.auvergne-rhone-alpes.ars.sante.fr/communique-de-presse-covid-19-point-de-situation-dimanche-22-mars	aucune
73	22/03/2020	72	https://www.auvergne-rhone-alpes.ars.sante.fr/communique-de-presse-covid-19-point-de-situation-dimanche-22-mars	aucune
74	22/03/2020	256	https://www.auvergne-rhone-alpes.ars.sante.fr/communique-de-presse-covid-19-point-de-situation-dimanche-22-mars	aucune
BFC	25/02/2020	0	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-organisation-de-la-reponse-sanitaire-en-bourgogne-franche-comte	aucune
BFC	28/02/2020	5	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-un-nouveau-cas-confirme-lie-aux-precedents-pris-en-charge-au-chu-de-dijon	aucune
BFC	01/03/2020	10	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-cinq-nouveaux-cas-confirmes-lies-aux-precedents-pris-en-charge-par-le-chu-de	aucune
BFC	03/03/2020	15	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-cinq-nouveaux-cas-confirmes-en-region-pris-en-charge-par-le-chu-de-dijon	aucune
BFC	04/03/2020	19	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-quatre-nouveaux-cas-confirmes-en-region-bourgogne-franche-comte-des-prises-en	aucune
BFC	05/03/2020	44	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-25-nouveaux-cas-confirmes-en-bourgogne-franche-comte	aucune
BFC	06/03/2020	80	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-36-nouveaux-cas-confirmes-et-2-guerisons-recensees	aucune
BFC	07/03/2020	106	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-point-de-situation-14h-26-nouveaux-cas-confirmes-en-region	aucune
BFC	08/03/2020	112	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-point-de-situation-14h-6-nouveaux-cas-confirmes-en-region	aucune
BFC	09/03/2020	119	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-119-cas-recenses-en-bourgogne-franche-comte	aucune
BFC	10/03/2020	147	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-point-de-situation-en-bourgogne-franche-comte	aucune
BFC	11/03/2020	165	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-point-de-situation-en-bourgogne-franche-comte-0	aucune
BFC	12/03/2020	219	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-point-de-situation-en-bourgogne-franche-comte-ce-jeudi-12-mars	aucune
BFC	13/03/2020	272	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-point-de-situation-en-bourgogne-franche-comte-ce-vendredi-13-mars	aucune
BFC	14/03/2020	339	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-point-de-situation-en-bourgogne-franche-comte-ce-samedi-14-mars	aucune
BFC	15/03/2020	412	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-en-bourgogne-franche-comte-rester-chez-soi-autant-que-possible	aucune
BFC	16/03/2020	507	https://www.bourgogne-franche-comte.ars.sante.fr/coronavirus-covid-19-en-bourgogne-franche-comte-deja-28-personnes-en-reanimation-adaptez-vos	aucune
BFC	17/03/2020	549	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-bourgogne-fc (consulté le 23 mars 2020)	aucune
BFC	18/03/2020	593	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-bourgogne-fc (consulté le 23 mars 2020)	aucune
BFC	19/03/2020	696	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-bourgogne-fc (consulté le 23 mars 2020)	aucune
BFC	20/03/2020	770	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-bourgogne-fc (consulté le 23 mars 2020)	aucune
BFC	21/03/2020	903	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-bourgogne-fc (consulté le 23 mars 2020)	aucune
BFC	22/03/2020	1178	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-bourgogne-fc (consulté le 23 mars 2020)	aucune
22	26/02/2020	0	https://www.bretagne.ars.sante.fr/coronavirus-premier-cas-confirme-en-bretagne	Le cas annoncé le 28 février (détecté le 27 d'après /coronavirus-4-cas-confirmes-en-bretagne) était le 1er dans la régio Bretagne, il n'y en avait donc aucun au 26 février
29	26/02/2020	0	https://www.bretagne.ars.sante.fr/coronavirus-premier-cas-confirme-en-bretagne	Le cas annoncé le 28 février (détecté le 27 d'après /coronavirus-4-cas-confirmes-en-bretagne) était le 1er dans la régio Bretagne, il n'y en avait donc aucun au 26 février
35	26/02/2020	0	https://www.bretagne.ars.sante.fr/coronavirus-premier-cas-confirme-en-bretagne	Le cas annoncé le 28 février (détecté le 27 d'après /coronavirus-4-cas-confirmes-en-bretagne) était le 1er dans la régio Bretagne, il n'y en avait donc aucun au 26 février
56	26/02/2020	0	https://www.bretagne.ars.sante.fr/coronavirus-premier-cas-confirme-en-bretagne	Le cas annoncé le 28 février (détecté le 27 d'après /coronavirus-4-cas-confirmes-en-bretagne) était le 1er dans la régio Bretagne, il n'y en avait donc aucun au 26 février
29	27/02/2020	1	https://www.bretagne.ars.sante.fr/coronavirus-4-cas-confirmes-en-bretagne	aucune
29	28/02/2020	2	https://www.bretagne.ars.sante.fr/coronavirus-4-cas-confirmes-en-bretagne	aucune
35	29/02/2020	2	https://www.bretagne.ars.sante.fr/coronavirus-4-cas-confirmes-en-bretagne	aucune
35	01/03/2020	4	https://www.bretagne.ars.sante.fr/coronavirus-19-cas-confirmes-en-bretagne	aucune
56	01/03/2020	9	https://www.bretagne.ars.sante.fr/coronavirus-19-cas-confirmes-en-bretagne	aucune
56	02/03/2020	12	https://www.bretagne.ars.sante.fr/coronavirus-19-cas-confirmes-en-bretagne	aucune
29	02/03/2020	3	https://www.bretagne.ars.sante.fr/coronavirus-19-cas-confirmes-en-bretagne	aucune
56	04/03/2020	22	https://www.bretagne.ars.sante.fr/coronavirus-point-de-situation-du-mercredi-4-mars-2020-20h30-5-nouveaux-cas-confirmes-dans-le	aucune
35	04/03/2020	4	https://www.bretagne.ars.sante.fr/coronavirus-23-cas-confirmes-en-bretagne-et-premier-deces-dun-patient	Déduit des données des jours précédents, dans la répartition des 7 cas bretons hors-Morbihan
29	04/03/2020	3	https://www.bretagne.ars.sante.fr/coronavirus-23-cas-confirmes-en-bretagne-et-premier-deces-dun-patient	Déduit des données des jours précédents, dans la répartition des 7 cas bretons hors-Morbihan
29	05/03/2020	3	https://www.bretagne.ars.sante.fr/coronavirus-point-de-situation-17h-et-mesures-concernant-les-rassemblements	aucune
35	05/03/2020	5	https://www.bretagne.ars.sante.fr/coronavirus-point-de-situation-17h-et-mesures-concernant-les-rassemblements	aucune
56	05/03/2020	23	https://www.bretagne.ars.sante.fr/coronavirus-point-de-situation-17h-et-mesures-concernant-les-rassemblements	aucune
29	06/03/2020	4	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-encadrement-du-prix-de-vente-des-gels-hydro	aucune
35	06/03/2020	35	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-encadrement-du-prix-de-vente-des-gels-hydro	aucune
56	06/03/2020	24	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-encadrement-du-prix-de-vente-des-gels-hydro	aucune
56	07/03/2020	35	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-mesures-destinees-freiner-la-propagation-du	aucune
29	07/03/2020	5	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-mesures-destinees-freiner-la-propagation-du	aucune
35	07/03/2020	7	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-mesures-destinees-freiner-la-propagation-du	aucune
56	08/03/2020	47	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-mesures-destinees-freiner-la-propagation-0	aucune
29	08/03/2020	5	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-mesures-destinees-freiner-la-propagation-du	aucune
35	08/03/2020	7	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-mesures-destinees-freiner-la-propagation-du	aucune
56	09/03/2020	55	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-mesures-destinees-freiner-la-propagation-1	aucune
29	09/03/2020	5	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-mesures-destinees-freiner-la-propagation-1	aucune
35	09/03/2020	11	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-mesures-destinees-freiner-la-propagation-1	aucune
56	10/03/2020	63	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-mesures-destinees-freiner-la-propagation-2	aucune
29	10/03/2020	7	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-mesures-destinees-freiner-la-propagation-2	aucune
35	10/03/2020	11	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-mesures-destinees-freiner-la-propagation-2	aucune
56	11/03/2020	73	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-11-mars-2020-et-mesures-estinees-freiner-la	aucune
29	11/03/2020	7	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-11-mars-2020-et-mesures-estinees-freiner-la	aucune
35	11/03/2020	20	https://www.bretagne.ars.sante.fr/coronavirus-en-ille-et-vilaine-la-commune-de-bruz-classee-zone-de-circulation-active-du-virus	Donnent juste le nombre de nouveaux cas sur la journée du 11 mars, et comme on connaissait le nombre de cas le 10 mars, j'ai additionné les deux pour avoir le nombre cumulé (mais il reste possible qu'il y ait eu des nouveaux cas, hors de Bruz ; cette page, ainsi que https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-11-mars-2020-et-mesures-estinees-freiner-la, n'est pas claire là-dessus)
56	12/03/2020	85	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-12-mars-2020-et-mesures-destinees-freiner-la	aucune
35	12/03/2020	22	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-12-mars-2020-et-mesures-destinees-freiner-la	aucune
29	12/03/2020	12	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-12-mars-2020-et-mesures-destinees-freiner-la	aucune
22	12/03/2020	1	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-12-mars-2020-et-mesures-destinees-freiner-la	aucune
56	13/03/2020	100	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-nouvelles-mesures-destinees-freiner-la	aucune
35	13/03/2020	34	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-nouvelles-mesures-destinees-freiner-la	aucune
29	13/03/2020	22	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-nouvelles-mesures-destinees-freiner-la	aucune
22	13/03/2020	1	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-et-nouvelles-mesures-destinees-freiner-la	aucune
56	14/03/2020	106	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-du-samedi-14-mars-2020-et-nouvelles-mesures	aucune
35	14/03/2020	34	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-du-samedi-14-mars-2020-et-nouvelles-mesures	aucune
29	14/03/2020	34	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-du-samedi-14-mars-2020-et-nouvelles-mesures	aucune
22	14/03/2020	4	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-du-samedi-14-mars-2020-et-nouvelles-mesures	aucune
56	15/03/2020	114	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-dimanche-15-mars-2020-et-nouvelles-mesures-destinees	aucune
35	15/03/2020	43	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-dimanche-15-mars-2020-et-nouvelles-mesures-destinees	aucune
29	15/03/2020	34	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-dimanche-15-mars-2020-et-nouvelles-mesures-destinees	aucune
22	15/03/2020	4	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-dimanche-15-mars-2020-et-nouvelles-mesures-destinees	aucune
56	16/03/2020	129	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-au-lundi-16-mars-sanitaire-et-mesures	aucune
35	16/03/2020	44	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-au-lundi-16-mars-sanitaire-et-mesures	aucune
29	16/03/2020	35	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-au-lundi-16-mars-sanitaire-et-mesures	aucune
22	16/03/2020	5	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-sanitaire-au-lundi-16-mars-sanitaire-et-mesures	aucune
56	17/03/2020	132	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-mardi-17-mars-2020-et-mesures-destinees-freiner-la	aucune
35	17/03/2020	50	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-mardi-17-mars-2020-et-mesures-destinees-freiner-la	aucune
29	17/03/2020	43	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-mardi-17-mars-2020-et-mesures-destinees-freiner-la	aucune
22	17/03/2020	11	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-mardi-17-mars-2020-et-mesures-destinees-freiner-la	aucune
56	18/03/2020	134	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-mercredi-18-mars-2020-et-mesures-destinees-freiner-la	aucune
35	18/03/2020	55	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-mercredi-18-mars-2020-et-mesures-destinees-freiner-la	aucune
29	18/03/2020	51	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-mercredi-18-mars-2020-et-mesures-destinees-freiner-la	aucune
22	18/03/2020	12	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-mercredi-18-mars-2020-et-mesures-destinees-freiner-la	aucune
56	19/03/2020	134	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-jeudi-19-mars-2020-et-mesures-freiner-la-propagation	aucune
35	19/03/2020	58	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-jeudi-19-mars-2020-et-mesures-freiner-la-propagation	aucune
29	19/03/2020	60	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-jeudi-19-mars-2020-et-mesures-freiner-la-propagation	aucune
22	19/03/2020	16	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-jeudi-19-mars-2020-et-mesures-freiner-la-propagation	aucune
56	20/03/2020	134	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-vendredi-20-mars-2020-et-mesures-destinees-freiner-la	aucune
35	20/03/2020	72	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-vendredi-20-mars-2020-et-mesures-destinees-freiner-la	aucune
29	20/03/2020	79	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-vendredi-20-mars-2020-et-mesures-destinees-freiner-la	aucune
22	20/03/2020	21	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-vendredi-20-mars-2020-et-mesures-destinees-freiner-la	aucune
56	21/03/2020	157	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-samedi-21-mars-2020-et-mesures-destinees-freiner-la	aucune
29	21/03/2020	91	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-samedi-21-mars-2020-et-mesures-destinees-freiner-la	aucune
35	21/03/2020	84	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-samedi-21-mars-2020-et-mesures-destinees-freiner-la	aucune
22	21/03/2020	27	https://www.bretagne.ars.sante.fr/coronavirus-en-bretagne-point-de-situation-du-samedi-21-mars-2020-et-mesures-destinees-freiner-la	aucune
CVL	03/03/2020	0	https://www.centre-val-de-loire.ars.sante.fr/coronavirus-deux-premiers-cas-confirmes-en-region-centre-val-de-loire	Premiers cas découverts le 4 mars, donc on n'en connaissait aucun dans la région jusqu'au 3 mars
CVL	04/03/2020	2	https://www.centre-val-de-loire.ars.sante.fr/coronavirus-deux-premiers-cas-confirmes-en-region-centre-val-de-loire	aucune
CVL	05/03/2020	3	https://www.centre-val-de-loire.ars.sante.fr/coronavirus-un-troisieme-cas-confirme-en-region-centre-val-de-loire	aucune
CVL	06/03/2020	7	https://www.centre-val-de-loire.ars.sante.fr/coronavirus-quatre-nouveaux-cas-confirmes-en-region-centre-val-de-loire	aucune
CVL	08/03/2020	17	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	09/03/2020	17	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	10/03/2020	17	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	11/03/2020	20	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	12/03/2020	30	https://www.centre-val-de-loire.ars.sante.fr/coronavirus-point-de-situation-au-12-mars-en-region-centre-val-de-loire	aucune
CVL	13/03/2020	33	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	14/03/2020	54	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	15/03/2020	71	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	16/03/2020	90	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	17/03/2020	103	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	18/03/2020	128	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	19/03/2020	157	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	20/03/2020	219	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	21/03/2020	254	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
CVL	22/03/2020	291	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-centre-val-loire	aucune
COR	04/03/2020	0	https://www.corse.ars.sante.fr/covid-19-3-cas-confirmes-en-corse-au-centre-hospitalier-dajaccio	Le 5 mars ils annonçaient les 3 premiers cas, donc on n'en connaissait pas encore le 4 mars
COR	05/03/2020	3	https://www.corse.ars.sante.fr/covid-19-3-cas-confirmes-en-corse-au-centre-hospitalier-dajaccio	aucune
COR	09/03/2020	33	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-corse	aucune
COR	10/03/2020	42	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-corse	aucune
COR	11/03/2020	51	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-corse	aucune
COR	12/03/2020	64	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-corse	aucune
COR	13/03/2020	85	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-corse	aucune
COR	14/03/2020	106	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-corse	aucune
COR	15/03/2020	115	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-corse	aucune
COR	16/03/2020	126	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-corse	aucune
COR	17/03/2020	145	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-corse	aucune
COR	18/03/2020	152	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-corse	aucune
COR	19/03/2020	162	https://www.eficiens.com/nombre-de-cas-coronavirus-par-region/#reg-corse	aucune
